conversation_id,tweet_id,text,clean_text,intent,labeler_notes
2557174,2557174,@119356  @115851 Shocked to see poor assistance from Chat support Team -Amazon India. A Lead customer care agent just broke my years of trust &amp; loyalty with Amazon India. Agent asowed zero interest to resolve the issue 😰.,Shocked to see poor assistance from Chat support Team -Amazon India. A Lead customer care agent just broke my years of trust and loyalty with Amazon India. Agent asowed zero interest to resolve the issue 😰.,support_escalation,
2116188,2116188,@AmazonHelp @115830 been told Xbox x Scorpio was dispatched in Doncaster yesterday but did not turn up and today they are saying they are not in stock but they have taken my money ??????,been told Xbox x Scorpio was dispatched in Doncaster yesterday but did not turn up and today they are saying they are not in stock but they have taken my money ??????,payment_billing,
313492,313696,@AmazonHelp No point in sending apology when i am looking for delivery.,No point in sending apology when i am looking for delivery.,delivery_issue,
1380916,1380923,@AmazonHelp Thank you. Appreciate your help. And hope to see the difference in the app.,Thank you. Appreciate your help. And hope to see the difference in the app.,other_non_support,
2281366,2281366,"Why do thousands of products do this, @115821? Don’t you have algorithms or something? https://t.co/yT3hIzRb92","Why do thousands of products do this, ? Don’t you have algorithms or something?",product_information,
2802366,2802369,@AmazonHelp It's all good. More annoyed with the like of questioning (seemed a bit rude) and the 72 hour waiting period.,It's all good. More annoyed with the like of questioning (seemed a bit rude) and the 72 hour waiting period.,support_escalation,
1044275,1044274,@AmazonHelp @366922 You better spend your time in solving queries of existing customers. Don't waste your time in this type of acts,You better spend your time in solving queries of existing customers. Don't waste your time in this type of acts,support_escalation,
508218,508218,@AmazonHelp my order status shows handed to resident however parcel has not been received! Can you please advise?,my order status shows handed to resident however parcel has not been received! Can you please advise?,delivery_issue,
83402,83399,@AmazonHelp Wow could you guys suck anymore you disconnected my chat window when trying to get this resolved,Wow could you guys suck anymore you disconnected my chat window when trying to get this resolved,support_escalation,
1232140,1232142,@AmazonHelp I'm gonna cheat on her with you guys from now on ❤️,I'm gonna cheat on her with you guys from now on ❤️,other_non_support,
2724464,2724472,"@AmazonHelp So after contacting your customer service yet again.. I felt like I was being mocked by them! No pram, having to wait for a refund which the amount is still pending to leave the payment card and I'm  £297 down until this is cleared so I can't purchase another one! Thanks amazon","So after contacting your customer service yet again.. I felt like I was being mocked by them! No pram, having to wait for a refund which the amount is still pending to leave the payment card and I'm £297 down until this is cleared so I can't purchase another one! Thanks amazon",returns_refunds,
507163,507165,@AmazonHelp Will do. Ir always used to be the address was designated as a commercial one so deliveries would be within working hours but then Amazon stopped using proper couriers.,Will do. Ir always used to be the address was designated as a commercial one so deliveries would be within working hours but then Amazon stopped using proper couriers.,delivery_issue,
611085,611085,@120533 sav au top chez amazon erreur de livraison et petit geste commercial me voila tres satisfait,sav au top chez amazon erreur de livraison et petit geste commercial me voila tres satisfait,delivery_issue,
1587302,1587301,@AmazonHelp ive been trying to open up an amazon payments acc and my identity can't be confirmed and they will tell me why!! nobody will give me options,ive been trying to open up an amazon payments acc and my identity can't be confirmed and they will tell me why!! nobody will give me options,account_access,
374183,374183,@115821 My #alexa just lost internet connection in the middle of a news report. So I couldn’t stop the playback. And no stop button either!,My #alexa just lost internet connection in the middle of a news report. So I couldn’t stop the playback. And no stop button either!,product_technical,
2985509,2985509,@AmazonHelp I can’t log into my account. I’ve tried changing my password but it still says incorrect password every time. I need to access it because I bought an amazon egift card and I still haven’t received it.,I can’t log into my account. I’ve tried changing my password but it still says incorrect password every time. I need to access it because I bought an amazon egift card and I still haven’t received it.,account_access,
110031,110031,@116316 Wird das samsung galaxy s8 noch mehr reduziert sein als es so schon im shop ist zu cybermonday?,Wird das samsung galaxy s8 noch mehr reduziert sein als es so schon im shop ist zu cybermonday?,product_information,
1336221,1336221,yo @115821 @120533 @AmazonHelp etc j'ai pris un compte prime sans faire exprès comment je l'annule et je me fais rembourser,yo etc j'ai pris un compte prime sans faire exprès comment je l'annule et je me fais rembourser,prime_subscription,
2124930,2761497,"@AmazonHelp What details shall I share , after order no.","What details shall I share , after order no.",support_escalation,
1033084,1033088,@AmazonHelp We still really need it asap but have almost given up. Unusual for Amazon to get it so wrong but your delivery service sucks on this one.,We still really need it asap but have almost given up. Unusual for Amazon to get it so wrong but your delivery service sucks on this one.,delivery_issue,
898522,898517,@AmazonHelp How much time will it take?? Fucking @115850,How much time will it take?? Fucking,delivery_issue,
1527908,1527908,"@AmazonHelp I was promised a refund 3 months ago for a Prime subscription. I dont have the refund yet, can you help me?","I was promised a refund 3 months ago for a Prime subscription. I dont have the refund yet, can you help me?",prime_subscription,
2200639,2200636,@AmazonHelp None of your page is any help when the delivery states handed to the customer when it clearly wasn't!,None of your page is any help when the delivery states handed to the customer when it clearly wasn't!,delivery_issue,
740418,740417,@AmazonHelp CS rep then told me I have to pay for a second one again before u can despatch it. Now awaiting 2 refunds and hope system dont cancel again,CS rep then told me I have to pay for a second one again before u can despatch it. Now awaiting 2 refunds and hope system dont cancel again,returns_refunds,
912749,912753,"@117086 Terror não é mto minha praia, mas qdo li ""O Iluminado"" mau conseguia dormir de tão assustador que foi... não consegui assistir ao filme! rs","Terror não é mto minha praia, mas qdo li ""O Iluminado"" mau conseguia dormir de tão assustador que foi... não consegui assistir ao filme! rs",other_non_support,
1567482,1567485,@AmazonHelp Comment je peut le savoir ?,Comment je peut le savoir ?,other_non_support,
1622212,1622211,@AmazonHelp Thanks for the reply. I'm in the U.S. -- does it matter that this link goes to UK Amazon?,Thanks for the reply. I'm in the U.S. -- does it matter that this link goes to UK Amazon?,product_information,
1961174,1961173,"O Kindle é ridículo de leve e bonito, dá até gosto de ler
Te amo @117086","O Kindle é ridículo de leve e bonito, dá até gosto de ler Te amo",product_information,
352398,352385,@AmazonHelp I have shared the details,I have shared the details,support_escalation,
2356774,2356774,@117086 estou com uma compra presa para aprovação de pagamento desde quinta. Já entrei em contato várias vezes e até agora nada de resolver,estou com uma compra presa para aprovação de pagamento desde quinta. Já entrei em contato várias vezes e até agora nada de resolver,payment_billing,
380158,380161,@AmazonHelp You people are so lethargic that u dont even bother to call back..  Where us my packet.  Useless customer care.  No one knows the courier tm,You people are so lethargic that u dont even bother to call back.. Where us my packet. Useless customer care. No one knows the courier tm,delivery_issue,
2692730,2692733,"@AmazonHelp I don’t have the email to log into the account with the prime membership, and have no knowledge to what it is. Can I just have the complaints email please.","I don’t have the email to log into the account with the prime membership, and have no knowledge to what it is. Can I just have the complaints email please.",account_access,
2987265,2987263,@AmazonHelp Le transporteur c’est... #AmazonLogistics “livré à un résident”,Le transporteur c’est... #AmazonLogistics “livré à un résident”,delivery_issue,
1184761,1184760,"@AmazonHelp I have tried seller support, unfortunately they left me with more questions (such as why my first payment failed but my second one has come through no problem) but unfortunately you cannot reply to them and have to start a whole new conversation. Poor form.","I have tried seller support, unfortunately they left me with more questions (such as why my first payment failed but my second one has come through no problem) but unfortunately you cannot reply to them and have to start a whole new conversation. Poor form.",payment_billing,
451867,451867,How could Sujee from @115821 do me dirty like this? The delivery address was never changed after this conversation. I feel betrayed. https://t.co/YZwN0K9Keg,How could Sujee from do me dirty like this? The delivery address was never changed after this conversation. I feel betrayed.,delivery_issue,
2284186,2284185,@AmazonHelp It seemed to be a custom charge. Thanks for the link! Tim,It seemed to be a custom charge. Thanks for the link! Tim,payment_billing,
1319861,1319861,"@115821 Holà ! Petit soucis, il manque un carton dans la commande ! Besoins d’aide pour un remboursement :)","Holà ! Petit soucis, il manque un carton dans la commande ! Besoins d’aide pour un remboursement :)",returns_refunds,
1143396,1143396,@AmazonHelp Hi there. My parcel was supposedly delivered to a neighbour but is nowhere to be found. Can you advise how to proceed? Thanks!,Hi there. My parcel was supposedly delivered to a neighbour but is nowhere to be found. Can you advise how to proceed? Thanks!,delivery_issue,
990661,990661,"This is what i get from Amazon, and when i place order for refund these guys say that its not theirs. Shame on u @115850 for 11000 Rs FO https://t.co/p0GKLNdjtG","This is what i get from Amazon, and when i place order for refund these guys say that its not theirs. Shame on u for Rs FO",returns_refunds,
808143,808142,@AmazonHelp I've ordered the same item in black twice and keep receiving the wrong color.,I've ordered the same item in black twice and keep receiving the wrong color.,delivery_issue,
218075,218075,@AmazonHelp helllloooooo???? Star Wars Battlefront Beta codes please wtf,helllloooooo???? Star Wars Battlefront Beta codes please wtf,product_information,
362423,362425,@AmazonHelp Amazon Shipping. 4 days and in 10 minutes it would be 5 days waiting !!!,Amazon Shipping. 4 days and in 10 minutes it would be 5 days waiting !!!,delivery_issue,
2976483,2976483,@115821 opened my package and I'm missing half the cover. What steps do I take to fix this? https://t.co/8RMUaOLzjs,opened my package and I'm missing half the cover. What steps do I take to fix this?,delivery_issue,
472358,472370,@AmazonHelp I think if anybody else has similar problems they should use the telephone call back service as social media seems an ineffective method of communication. Have a great day,I think if anybody else has similar problems they should use the telephone call back service as social media seems an ineffective method of communication. Have a great day,support_escalation,
1387264,1387263,@AmazonHelp was told on the phone that i would receive a call for my delivery today as im in a flat block. received no call and no package!,was told on the phone that i would receive a call for my delivery today as im in a flat block. received no call and no package!,delivery_issue,
2907867,2907867,"@AmazonHelp I've been waiting for a package since saturday. Still didn't receive anything. Intelcom apparently tried to deliver and said I was not present, though both me and my girlfriend were there. They don't return calls or emails... 4 days after using #Prime. So deceiving!!","I've been waiting for a package since saturday. Still didn't receive anything. Intelcom apparently tried to deliver and said I was not present, though both me and my girlfriend were there. They don't return calls or emails... 4 days after using #Prime. So deceiving!!",delivery_issue,
21861,21860,"@AmazonHelp Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...","Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",account_access,
1281150,1281150,"@AmazonHelp why does it say ""want it for tomorrow order with 2 hours"" ect, get to checkout says get it on sat..not 1 day delivery at all 😑👎","why does it say ""want it for tomorrow order with 2 hours"" ect, get to checkout says get it on sat..not 1 day delivery at all 😑👎",delivery_issue,
2531149,2531149,@115850 Worst customer service  you sent me 2 faulty phones and now you're creating issue with the refund. @118702  you seem to be more reliable than a goddam foreign company.,Worst customer service you sent me 2 faulty phones and now you're creating issue with the refund. you seem to be more reliable than a goddam foreign company.,returns_refunds,
960224,960224,"@118919 
amazon why u charge extra on the name of gst .gst is also included with price. https://t.co/HNsvt0DFHy",amazon why u charge extra on the name of gst .gst is also included with price.,payment_billing,
985170,985170,@115850 false promises. No updates &amp; not informing customers.. Is what I can say about Amazon delivery even after hvng prime membership,false promises. No updates and not informing customers.. Is what I can say about Amazon delivery even after hvng prime membership,delivery_issue,
1598767,1598767,"There is certain expectation from @115821 , please do not let down customers with such low quality speakers on Echo plus @AmazonHelp","There is certain expectation from , please do not let down customers with such low quality speakers on Echo plus",product_technical,
1291038,1291051,@AmazonHelp Plz provide me the details and i dnt want my product to be opened. @138673,Plz provide me the details and i dnt want my product to be opened.,product_information,
2529726,2529725,"@AmazonHelp ohhh common guys, grow up. this is almost around 10 times i m asked to do the same thing, u guys not only lack customer service but also need to improve some management skills","ohhh common guys, grow up. this is almost around 10 times i m asked to do the same thing, u guys not only lack customer service but also need to improve some management skills",support_escalation,
57475,57475,Hey @117634 my kindle starting advancing left to right instead of right to left. How do I fix that?,Hey my kindle starting advancing left to right instead of right to left. How do I fix that?,product_technical,
1895481,1895480,"@AmazonHelp It is easy. Just call to them, like the hotel did. They delivered at wrong place! There are nobody on hotel with this signature!","It is easy. Just call to them, like the hotel did. They delivered at wrong place! There are nobody on hotel with this signature!",delivery_issue,
2293709,2293708,"@AmazonHelp I’ve emailed. Does not change the fact that your service failed me. Customer trust and loyalty is important, and the options available are “return for a refund in a week or so”

Not good enough.","I’ve emailed. Does not change the fact that your service failed me. Customer trust and loyalty is important, and the options available are “return for a refund in a week or so” Not good enough.",returns_refunds,
341293,341293,"Amazon頼んだら空箱届いた…
キレそう(　ﾟ皿ﾟ) https://t.co/N3hqnjCICN",Amazon頼んだら空箱届いた… キレそう( ﾟ皿ﾟ),delivery_issue,
2318591,2318591,"Encore salut @132743 le colis 8G00822163464 n'est toujours pas chez moi et je l'attends depuis vendredi, ça se passe comment ?","Encore salut le colis 8G00822163464 n'est toujours pas chez moi et je l'attends depuis vendredi, ça se passe comment ?",delivery_issue,
1727718,1727718,"@121284 I got my #EchoDot on 3-Nov &amp; today Alexa turned 3 year old #HBDAlexa
Are we celebrating her birthday in India @115850 https://t.co/Tm6O55eFKF",I got my #EchoDot on 3-Nov and today Alexa turned 3 year old #HBDAlexa Are we celebrating her birthday in India,other_non_support,
2383727,2383727,L’inverse d’Amazon Prime c’est Amazon Logistics. 5 jours que 2 colis ne sont toujours pas livrés.,L’inverse d’Amazon Prime c’est Amazon Logistics. 5 jours que 2 colis ne sont toujours pas livrés.,delivery_issue,
2472482,2472482,Me waiting for my @115830 order like... https://t.co/sgvo8uJyGr,Me waiting for my order like...,delivery_issue,
570132,570132,I'd just like to take a second to thank every single @118706 worker and @115821 worker working so hard this holiday season. Thank you for delivering joy to our homes and families.,I'd just like to take a second to thank every single worker and worker working so hard this holiday season. Thank you for delivering joy to our homes and families.,other_non_support,
2220001,2220001,"@117086 olá, preciso tirar uma dúvida sobre uma compra, pode me ajudar?","olá, preciso tirar uma dúvida sobre uma compra, pode me ajudar?",order_management,
514714,514713,"@AmazonHelp But it hasn’t been delivered, yet we have an email saying it was handed to customer. Seeing as it’s a pocket knife and wasn’t delivered due to no adult being home I’m guessing your driver has kept it?","But it hasn’t been delivered, yet we have an email saying it was handed to customer. Seeing as it’s a pocket knife and wasn’t delivered due to no adult being home I’m guessing your driver has kept it?",delivery_issue,
1439463,1439463,@115821 please don’t use Hermes. My delivery was damaged by them today. My babys’ first Christmas present chucked over fence. I’m indoors!!,please don’t use Hermes. My delivery was damaged by them today. My babys’ first Christmas present chucked over fence. I’m indoors!!,delivery_issue,
2360503,2360503,@AmazonHelp I've shared my contact details and the problems which I faced (In detail). Waiting for your response... https://t.co/hFuGuIsoh4,I've shared my contact details and the problems which I faced (In detail). Waiting for your response...,support_escalation,
1741794,1741790,@AmazonHelp Again - what's that got to do with you falsely claiming next day delivery?,Again - what's that got to do with you falsely claiming next day delivery?,delivery_issue,
33273,33273,Got a notification from @115821 that my package was delivered 2 my neighbour even tho I'm sat @ home waiting...neighbour didn't receive it?!,Got a notification from that my package was delivered 2 my neighbour even tho I'm sat @ home waiting...neighbour didn't receive it?!,delivery_issue,
973621,973621,"@AmazonHelp Order#406-4662964-9823557 dtd 14oct. 8 days to order, , 6 days at destination but not delivered. Daily says delivering today.","Order#406- - dtd 14oct. 8 days to order, , 6 days at destination but not delivered. Daily says delivering today.",delivery_issue,
2330938,2330937,@115821 Well this is unexpected! https://t.co/9Ng9Bf1dZ3,Well this is unexpected!,other_non_support,
348541,348540,@AmazonHelp Not yet but status say not deliverable .. Order id :402-8194592-8771514 .,Not yet but status say not deliverable .. Order id :402- - .,delivery_issue,
1698727,1698727,プラネテス！これ、随分前に先輩に勧められて観たんですが、めちゃくちゃ良作なのです！原作の漫画もめちゃいい作品。ほんと、観て、良いから！プライム会員の人タダで見れるので見るべし！Amazonの回し者じゃないですよ。笑 https://t.co/8nQJOKVSAf,プラネテス！これ、随分前に先輩に勧められて観たんですが、めちゃくちゃ良作なのです！原作の漫画もめちゃいい作品。ほんと、観て、良いから！プライム会員の人タダで見れるので見るべし！Amazonの回し者じゃないですよ。笑,prime_subscription,
